ContractAddress,TokenName,TokenSymbol,holder count,transfer count,# of times appears in list,notes
0x88a9171a798b386d7063857aca49d77e0eedd085,HuiLuZ,HLZ,4,12,2,
0x8910f28580fbb1e6aae43ee53b701b0a78b0ffa6,Ndog,NDOG,4,29,2,
0x8ae1525e1fc6b4722c7982c47823500bf0f85ec6,YF XRP,YFX,4,18,2,
0x8c650cf16f31fa92944e299405d6c1e09f950d0c,Dante Network,DANTE,4,69,2,
0x8d1bdee8a26696349b2acb3032e92e2a74b3afa3,Gather Network,GTH,4,9,2,
0x8d96b50cb9e2df4adc1a9cd7c1610b79e4c0db87,apple.finance,AAPL,4,11,2,
0x8dbafbef8c48e49ce0743b14390f0f28c7273b64,GYM Network,GYM,4,19,2,
0x8f7a269a05f9a304676144686bea8b688379064e,The Sandbox,SAND,4,10,2,
0x8fee1345c27abcff886534d5264e1d613f28cc9b,opiris protocol,OPS,4,11,2,
0x9212b9d86afac0445a7cd8b8a0596c1ebdd0e46f,Rocket Token,RT,4,19,2,
0x92619f5612f88a745690dfdbe6299d93f5fb8d1f,POOINDALOO,PDL,4,11,2,
0x93756d721344f306655d7090ad178feba46e68ed,Machine Protocol,MCH,4,16,2,
0x9582bea37cc8881fb36277d7675c45bcd9334e1a,Earn ETH every day with lasers.fund,LAZE,4,16,2,
0x95c3678e2ccafe1a8e2bee0b181bb4da193dffea,NUREDO.NETWORK,NURD,4,16,2,
0x97cd6168f329a86b2697936cd5ff1b9287d1fb12,RubySwap.exchange Official,RUBY,4,8,2,
0x994c3fa46321e97d998957ddccb541b0707db52d,xxx.finance,XXX,4,12,2,
0xa02fea637178bb96394c3bc9af2db3139e8284e4,mixi.network,MIX,4,10,2,
0xa1769bc3047fa900f42f7ec70d8a3bdeb315361d,Crypto Price Index,CPI,4,10,2,
0xa2180fe3a57d750b61f0265e4216adf1948f3a03,Dollars,USD,4,13,2,
0xa358c9ff0cceae9446fbbf30b62e0f2462dbca4f,ZPER Finance,ZPER,4,10,2,
0xa795c47c08e7b531d66d89cb3a5da615c05f4a77,TruAmple,TMPL,4,12,2,
0xa86477bbe63447622cdd91aabd0811319571b5df,FlashSwap,FLS,4,39,2,
0xa95b4a7bd2206163ebaf8b46e9adaf925f904da6,Buffalo wings,WINGS,4,7,2,
0xaa5fbc6fe7ad6f372428880bc8a3090c8b5d0c00,Chain Games Token @ ChainGames.io,CHAIN,4,11,2,
0xaad8064217be0f0ffbb82d1c21fe6363bc107a87,BITGEAR.RS,GEAR,4,16,2,
0xab63c325a492ba27788a7da006aea8b493adae9b,AmpleCapital,ALC,4,14,2,
0xac36ada0c4b278a654f57847c11d54a191f0b2a8,Bella,BEL,4,15,2,
0xac969ef484ed089e4ccd39741a9817ba8cac1425,Wing.Finance,WING,4,9,2,
0xacb44dd6f5103fef6515867b0d10dcba23c9b4a3,Hongxin,HXC,4,13,2,
0xad352dc52084ea38df72937f9eca021c1c69cf34,MagnusCapital,MGC,4,12,2,
0xaf1b4c2ff10796bd56a4824020ab1cdb9b0591ed,BetHero,HERO,4,16,2,
0xafb847874f434672f6006cae7f5862a5c46a9e14,uni3d.io,UNI3D,4,8,2,
0xafe5f91790ff7cecfece925e15f444c5cfb13a9b,Rio Defi,RFUEL,4,12,2,
0xb1e117790a8e5a011789773153a36ddb2b331806,Fast Calc Protocol,FCP,4,10,2,
0xb26ae14500b9dc25a5647ac6ddeb70f1fc79060c,Equus Protocol,Equus,4,8,2,
0xb2ddc4e9ca28d8878f48fbbec7d0813c24cdb605,Uniswap Pool Club,UPC,4,12,2,
0xb4c0f7382310608c0337309076b5a92ee3443a5a,The Sandbox,SAND,4,8,2,
0xb6e6e05dd5ef37d703fd573e3b45bd20d31f085b,ChangeGame Token,CGT,4,7,1,
0xb758c02f072e2083047e65008eb739f94b234041,dhedge,dht,4,17,2,
0xb995972483557e48c4b92ce6612d466ee8a9400f,CoilCrypto,COIL,4,15,2,
0xbb1bf54e924961848e29961f3569987ad41c2ed8,pickle.finance,PICKLE,4,7,2,
0xbb6e4ec6a3e4293a4ceadb6e045b90af159015e9,NODEXO,NDXO,4,9,2,
0xbd4957c71db43dc7313542f2cb26b98af7266565,double balance coin,DBC,4,45,2,
0xbd56eaca19569e01c0dc8e22ea0f041671f2e195,Grapes Yummy Farm,gryf,4,11,2,
0xbea22e7f311586474ae546227b94860c89d369db,COIL Spring,COIL,4,10,2,
0xbf0344f62ddf8cca45f2c91f76fe98daac493aa5,Etherflow Finance,ETF,4,11,2,
0xbf1955ef78416c96a5bc43e85a9723e302477607,YFFU.Finance,YFFU,4,9,2,
0xc08370d56f7bd81134438dd76e6dabfade3bc8e3,IMPL,IMPL,4,6,2,
0xc0b6f8d75e3c3c1928637ed7fbc628388292256f,â€œRevTokenâ€,â€œREVâ€,4,8,2,
0xc0d059b0fa2c5dd17c5641c5b3ef812f0d39a673,CONE Finance,CNFI,4,12,2,
0xc1b4fd93d2f90c4c930254f651ccc495c76ee8a8,DeFiDEX,DFD,4,13,2,
0xc1f07bb3f19a7de850a5eb17e886332af161e8ab,Providence Protocol,PRO,4,18,2,
0xc42760864e5d705512997e88051775ed80855068,HashTensorNetworl,HTN,4,16,2,
0xc452f2a4034edeccaa82689b6e41e40623435918,near protocol,NEAR,4,58,2,
0xc48318504549f7869bb093047b43d375a8bd75e2,RICHME,DEFI,4,10,2,
0xc4ad94f2751f0ab8a1ae00ef51c0190a3b1ce1c5,DoubleHelix,DHX,4,9,2,
0xc64f78ef3b16ad516f9064fc2e6e90f49be6422b,ABSOLUTELY NO DUMPS,AND,4,12,2,
0xc667507ef2e6e847bc1da16d49b2933c6adc019d,Beefchop Finance,BEEF,4,24,2,
0xc7594188854c2e28e41123fa89d34f2884a588fc,BabyBoss,BabyB,4,13,2,
0xc7c21f8a739b448051c6e054e2ef0739b742b22e,Tokamak Network,TON,4,28,2,
0xcb2b19a20324d6a3e77481a3075ed29339088376,X Finance II,XFII,4,14,2,
0xce46a859105d28c76ef26f50cba10375bd91736e,ttt.finance,TTT,4,13,2,
0xce7b4a2a7be7bdd17ff2fb91024b4da741e881dc,Serum Network,SRM,4,8,2,
0xd0b1fcea34f61e6920b561f7438177f5111c94c9,Zeus Emperor Network,ZEN,4,35,2,
0xd15585d010b6eaf21a6681d3cf3c71f1aaa353fa,Bridge,BGN,4,36,2,
0xd285333e12bdf113fac49fb2cc6b99d94502b2b3,APY.Finance,APY,4,10,2,
0xd45ed8c0aebf63b7b003afe591f45429843cf636,Capital Finance,CFIN,4,11,2,
0xd53caeeb1b516ec27fd50a0f53e999eb4d25a3ba,Trend Token @ TrendToken.io,TREND,4,14,2,
0xd5b7eb1dce7421379cde13fd29a5848a22aff0fb,Astro Finance,AFE,4,9,2,
0xd6181c7552e6dfd424b5b2b9dbd953c2d785384c,BEANS @ beans.farm,BEANS,4,14,2,
0xd73573037c43bf23d8093918a8b1fedeb5a5c52b,TruValue.Finance,TVF,4,23,2,
0xd7f95d5973ae780555ef1c4bd2911f98826c0c36,PERP.Fi,PERP,4,11,2,
0xd87fd842a131e1b65971cf505f2d9386fc30d9d0,ASY.finance,ASY,4,6,1,
0xd90b53f1a0d4e46d2078ad964cf6131312d39b64,Neon GameNetwork,NEON,4,9,2,
0xdb815fa13c209e6753ebbcd3574fd0604f801c5b,YearnCash.Finance,YCF,4,16,2,
0xdcb5d9060f7a5a43b26328982eb71d7e449545fe,Space Force,SPCE,4,56,2,
0xdfef3577fbaa56d71f1d31c53b5a5980a9b57ff1,findora global,FDA,4,6,1,
0xe10ce576e8b4bf6120b6c5c30c4a9a17d368c2e1,TeslaBits,TSB,4,12,2,
0xe1c65868fff15f139cdf34004c3de742b3b639e5,TangT,TT,4,11,2,
0xe67eb2c2a5dee760e525169188d19bb556026a07,Alluvium XRT,AXRT,4,15,2,
0xe68301308da0f1678a0caa2eeb549c4f4c35b905,PearSwap.org,PEAR,4,28,2,
0xe762a4d586c0f86808362f65432528595ee1b911,Stable Hourglass Staking,HSH,4,10,2,
0xe815b59dd7b3619660712c683f2f9dd98d2cd776,YfiDropfinance,YFD,4,15,2,
0xead0f764a702b517d6bfb9ff8543b8c16d04a12e,XAB.finance,XAB,4,7,1,
0xeb5873ae9ecb74a94fc88eeca67b6791ab25667c,BART,BART,4,14,2,
0xecb7dcd195c56cf551b9c48b09c9b47a9943b28c,Rebased @ Rebased.Fi,REB,4,9,2,
0xecbcc9a826254ede5a39fa0c9699abfa46056e22,Bidencoin,BIDN,4,19,2,
0xeceecdb396ce5e3e48afd15d04c6388c9b57d016,xBTC Token @ xBTC.Fi,XBTC,4,9,2,
0xeda420361d47eed6fecc1201c84c25a57e53da09,amtr,amtr,4,9,2,
0xee306bb5cd039fd7c7514fe4ae569aed583a2317,aocs,AOCS,4,13,2,
0xef4b60fa013eacb34c0029b4f04dce8f46141f49,compound.finance,COMPF,4,11,2,
0xefa8385d45bced3329fe3a7ec91436af56e8702c,BRRR.fi 3x v2,BR3x,4,51,2,
0xefd2f117edc2ff06a953e21869daf93ed1559d15,YShell.Money,YFP,4,18,2,
0xefd82259d43e0887a355fdb0428691eb8091fc76,IceChainDeFi,ICHD,4,28,2,
0xf01279635093e5dfd05b1ae6fc8f49e2b893af32,HAO,HAOWA,4,13,2,
0xf069da120dd79614d2285c3751da94542389be5e,wonder.finance,WNDR,4,20,2,
0xf14038b9e117e88cfa2aaa0a5d6f7dfa1fbdfceb,Superstar,SSTAR,4,11,2,
0xf1bc7ab8efbe81d6af247c66f15f62c04733bb56,Xang,XNG,4,38,2,
0xf3160716bd0b35973bd1b370e26007ae41b37129,Shill @ shill.win,PoSH,4,9,2,
0xf3d6599addd958b3ee2c4480f471ae77169d6c83,TALK TO TOKEN,TTT,4,14,2,
0xf4c166291656dc710e322ce5d58de542e5bc95f4,SOBcoin,SOBc,4,11,2,
0xf6157b168790a818c932431f614450f333053788,Proxi Chain,PROXI,4,11,2,
0xf757d9e43cf02952147afd818d05f9b49c6388d5,Hymera Financial,HYMR,4,14,2,
0xf7c8d7d357deb5633819967f2ace25d180587633,RenRenChain,RRC,4,10,2,
0xf8666776903b1f4c2fdac892c20729e9d2e7b2be,YF Cash,YFCL,4,12,2,
0xfc9c9254c4f394d261274028594cb5ab25ca3dd0,lid.sh,LID,4,8,2,
0xfdfbbdcb41af2167c9fe49fc7eb3ea0257552af7,EnhanceCalcNetwork,ECN,4,15,2,
0x001f265fcf3dc40f373a44bac600c6cb1eea64bd,MMCrypto,MMC,5,16,2,
0x00eca744d071cc3d497a522cc8b1aa6cf2562528,TRADE,TRADE,5,12,2,
0x0369d05ad1812253371889b18d5f2496935fa1f8,QuickSwapProtocol,QSP,5,13,2,
0x06f25d48fb1f1f5edc80a7bf9c535d469633799b,TruAmpl,TMPL,5,10,2,
0x07e42d9dc1471f9c3c823f1786cca07ed6180197,Curve Token,CRV,5,10,2,
0x094f1e56939b61cf02a7dccf5f210179ecc9b8c7,Convolution Network,CNN,5,52,2,
0x09dd0153a109798cdb3a24ae862058965907c6a0,LongChain,Long,5,20,2,
0x0c6a84860079f540793bd60d0f4f4e34285af27f,Views.farm,Views,5,17,2,
0x0f369e14f98656cc238fbdfa80296684b8c58b92,The Sandbox,SAND,5,17,2,
0x0f710ca7aa5930c2c17cc5084e2a52a110087233,Yard.Finance,YAD,5,9,2,
0x12ac9b513fecda02fc62bfdfebfa63260d501b71,WhiteDeFi,WDE,5,21,2,
0x146a0033c5db30a32577a49cda275d741184d8ef,spaghetti.money,PASTA,5,13,2,
0x1502329f2231f251db22c44855f8a562e2e1c0fa,RollsRoyce,Roce,5,30,2,
0x16089ab1e3263f8ea7065fc39422c54683e4c5ab,Elrs.Finance,ELRS,5,8,2,
0x17c3a233fd7d40667e9ca422e75d47a1e7f18cbf,Dino Finance,DINO,5,11,2,
0x1b6e7dfb11b47f623e8b8d8cc034beb3764ded04,Easyfi Network,Easyfi,5,9,2,
0x1cc18add40343f94875e6b1c7585b649f074ddb3,XYearn.Finance Bug Test Token,XYFI,5,9,2,
0x1fa19739bb38725235402d1990b9b3a2fc1f911f,Yeet.Dance,YEET,5,9,2,
0x1fa71ea9d548478ddd816174ae6b90efa41704a5,Yearn.Finance Token,YFT,5,9,2,
0x20fbf5586191f469c41d7c1bf9432e12f701c05d,INSTA token,INSTA,5,39,2,
0x2241940712c5188761714870ba11041894739c7f,Future ETH,fETH,5,16,2,
0x278923f10b7e575e129e62b747ee25db6e7bcf6b,Bit Future,BTVL,5,27,2,
0x290c4fadb464a18ddb11b191bf20d43cd225e195,DxSale.Network Official,SALE,5,11,2,
0x296317c30d2fabbf265bd160e17ed7d2b4886280,AUSD,AUSD,5,9,2,
0x2e022507a2788ff266f25c2e77d3555c309901b4,HODLogic @ hodlogic.com,HODL,5,10,2,
0x2ece3fb6f8f6118591468873b9d115226ff4c39c,APPLEMANGO.FINANCE,APPLE,5,9,2,
0x2edb96a0737da7a8c1b79805e007078fbbbaa8e2,Raytheon.finance,RTF,5,50,2,
0x3021fe4da69c385101480e86e37baf916928d6c0,yam3.swap,YAMS,5,8,2,
0x3297188d61f51141015ce2110a517cbc0c296ccf,Candela Coin,CLA,5,15,2,
0x32dfda6c2d85670b07a0b2da79141d4e1bb37f6b,ZeroUtilityXtreme,ZUTX,5,13,2,
0x33a6cc34707302c90be998a28a6921d100d6bc6f,CANDIES,POP,5,9,2,
0x35d9993cd8147018bffff72f294dd9b4ae77bad5,Ulink.finance,ULKF,5,21,2,
0x386075e19eef02638aaa219be9e845b886b2b3ce,CarrierFleet Network,CFN,5,18,2,
0x38fe31a634c04d62d52ee4dcff1b76a11285c6ec,mooniswap.exchange,MSWAP,5,12,2,
0x3c3146ded6da4616892f35d39f1d4bea4ba0edcb,Tesla.com,Tesla,5,11,2,
0x3c6b68e28fbb504f025ca036bb41cf50bee21fa0,Dfinance,DF,5,13,2,
0x3ede5113eb3002279985ce40adead12bba58efa0,Sp8de.com,SPX,5,11,2,
0x3fc507101c2cf3c2e7153b7bd6f27ad2200e1721,Untitled,VOID,5,26,2,
0x40275339489d422a81bc64e2c8c8d5548a000b0f,UniLayer Token @ UniLayer.App,LAYER,5,69,2,
0x40e688197f153bb9df1a9d61f897edd3f7c4af46,kyeBTC,kyeBTC,5,46,2,
0x418c6896be7d938c70e1e2bc41917d9c59751508,DDS,DEFI,5,32,2,
0x46ee7d0e5080b0fe3d16701c0dbbc6916e3c77c5,COINWAYCOIN,CAN,5,9,2,
0x48e79e47a1bd3e196cd87cf75c18fdedb81af1a7,Tokens of Babel,TOB,5,18,2,
0x48f544233080ae4bff45bb74f1d098fbd7e78bfb,SpeedUp Network,SUN,5,12,2,
0x4961ec66b79ea174bc1e5ecee219f9980c540ccd,YF Beam,YFBM,5,10,2,
0x49bdb39a10e89cdeac430edf2d4e9da56f4bb7db,Afalos.network,AFAL,5,15,2,
0x4a3ba23e33afeb15157dac05d98acc6baa7ba1b6,Sumatra DAO,SDAO,5,25,2,
0x4aa5160f55ae049232995df6a5719a7387a9ce6b,Hana Network,HNN,5,14,2,
0x4ac80c3e242150450d5d3fd9bcb89c33fccd9509,Agile Protocol,AGP,5,11,2,
0x4c75e5a69b3fd89e32c08344fab8c688938bdb5c,euclideum.com,ECL,5,22,2,
0x4de552184f06abf0367792a718c9a6ac20e3fd66,BaaToken,BAA,5,19,2,
0x4de64948397c36b38f85a015e87312221783a107,Hongbao.finance,HBO,5,8,2,
0x5023c43cf2eaae2bfa4ebf884c0d18f772abb566,deyfk,DeYFK,5,15,2,
0x53c1d7fb6d0c8044bf6faf8bc53a8818fda8b4bd,osimi.finance,OSF,5,13,2,
0x544b8f96a5d9d1e863ceadeaedf1fc6583e91a93,Polkadot XL,PDOTX,5,14,2,
0x55f6bcab741b081954dc628921127ba070b3dc00,,,5,15,2,
0x576a87ff540535af54b3a403b9840e775941b927,UCROWDME,UCM,5,11,2,
0x57c39482b74a3a797e1709f11b9fd5379ad98875,Parity Token,PRY,5,14,2,
0x58f5f48156bff8f083460526612be90016a1ea5d,NewDao.finance,NDF,5,37,2,
0x59c8c614bcf74041143710ec09e5837d9383ba16,DATO Curve x,DATCx,5,27,2,
0x5b39e5e0e75d0d272cce063008d44995e1204e0d,Bitcoin,BTC,5,21,2,
0x5bb09eb25efa49ef89513539a142b52c398f43ca,Phala.Network,PHA,5,10,2,
0x5c21580aa0da6de463d893c583219a66630aac83,Magical Variation,MGV,5,28,2,
0x5c24f810fa68f6862451f2547c0444ff9579ec37,Field Protocol,Field,5,12,2,
0x5cc008904d3eb2120635df882e4e549aa254a450,BOMB Finance,BFF,5,29,2,
0x5fc426a8e0a1033052b7a2efe9259b98a8a4ea87,Flam Protocol,FLAM,5,17,2,
0x612f7ad71514cb0a7dbfa6aff7494c6d3b4ab695,Suzu,SUZU,5,40,2,
0x61d94835be8edcdea3e30412f99f21d243039d2b,TunaToken,TUN,5,7,2,
0x64142be4be716509e4fd0586110c2f63e21b44f4,Stakenet,XSN,5,16,2,
0x64e28cc772d5f600a43f1351925ff1f465803bc1,YAM2.0,YAM2.0,5,13,2,
0x64fc5e7fcdbd99f564259dd4371fec8f035550cd,NewPolkadot,NDOT,5,14,2,
0x66e82a3388b265207588e5cfd3e2342e91dc94a4,SuperOracleProtocol,SOR,5,15,2,
0x6770d4f08f8b60163858e02752efd954b294d7fe,SwiBank,SKT,5,36,2,
0x67c95c01115fddd2c1aefe842adc5e814c556c78,Skale Network,SKL,5,15,2,
0x69564568caef58dfb6462e7e5fe622e70c587eb1,hrq.io,HRQ,5,9,2,
0x69a6846b7e17fbd8ebe8d6030f9c55e75b24dc7b,Steak.Finance,Steak,5,17,3,
0x6e3cffd9872b839aa543c12d4d329e1b14aa45d8,Tensor Protocol,TSR,5,16,2,
0x6ef60a749d28d816ca2acd9f9ad806c491ebdecd,xBTC Token @ xBTC.Fi,XBTC,5,8,2,
0x708285a56156df456fb5062c72b03a7c3261d8b1,Street Fighter,SF,5,14,2,
0x74df3b281be27fa3fd6a7bd8e9a40688ee0a6a32,XY Finance,XYF,5,14,2,
0x753e4af4f7b912442c4ce508535daa426b28ac0e,AnySwap.Curve,ANYC,5,16,2,
0x7554448dc6734e7b5c9bf0688d2de75ad7d4cecb,FEW,FEW,5,14,2,
0x760f1b90da0bbb98f82662a50de03da0bdae0236,AngelHashNetwork,AHN,5,30,2,
0x775cb7320aef9e6bfcc005d2c6a8c4321f751a0d,PayDay,PAID,5,11,2,
0x777f5591f0743b08701aa37eceaec82b0153f65b,Auditchain,AUDT,5,17,2,
0x77d2ead705d4f665a748837fbf28cbc30537de43,Silla Network,SILLA,5,18,2,
0x787d81dc7820138170470322300d1ae913b698d0,Synthetic LBDAO,LBREE,5,12,2,
0x7a418d025d96aa34575c7c8497c589de5267b63b,Architectural coin,ARCH,5,16,2,
0x7ab0447eca4b1c6bfb85d64df84fa59b50775113,SPERAX,SPA,5,10,2,
0x7e9ab6f6d3e2b564a4134946f99deff720b45463,beans.farm,BEANS,5,13,2,
0x7f7ce4061af64a23f49591da71e90b7dd2419512,Basil Finance,BASF,5,20,2,
0x806d8a0d2907be562c1d232183d5d820ff960e98,KfcfToken,KFCF,5,15,2,
0x81870d7ca8afffc30db7a42bb3b8e864f044e56b,Standard Crypto Fund,QQQF,5,11,2,
0x81ead6d176cbbd5e3889d7ad7576c627d2896a1f,SpeedDACChain,SDAC,5,31,2,
0x837c0398dff9469580ba25b8b8577fb9a3cf603b,Hakone Finance,HFE,5,22,2,
0x83f4063ebb0018ee8d4bac0c27013ee54c9b7aaa,FARMLANDS,FARML,5,11,2,
0x86a7adc5fdabaed0a5fc00f6af82543f2524937c,Hard Bitcoin,HBTC,5,8,2,
0x8753f92ae960311f9ca21c5d7ff4ed19180b01b5,NDN Link,NDN,5,12,2,
0x8777ebd802da9f2a44a41a60fa3d96e57a10d270,DIVA Protocol Token,DIVA,5,21,2,
0x89f1fa9726f0da0af566234385b824f29ad9e45e,XSpace Token,XEV,5,9,2,
0x89f39cbcf37e11c464eb1a325131d801f994879f,Oin Finance,OIN,5,11,2,
0x8a6c1dda95a802eae1267439c91cdb2a3a7009b0,HighYield Token,HYT,5,27,3,
0x8fe4b3bc234fddb24f786ad389fe4b547fa63818,The Sandbox,SAND,5,12,2,
0x90596775a3f226b960fe9745761fe6df57c39e34,ciao.finance,CIAO,5,13,2,
0x90eba45e11fb2da23ef541a1d91d1e24247691ce,YearS.Finance,YEAR,5,8,2,
0x93947daa441ff05791c6f0c8e44621e7a501de22,xyz.finance,XYZF,5,13,2,
0x94dbc8fa82ae9c5e8684c69dff0e260370308c2a,FutureOracleChain,FOC,5,17,2,
0x97d8cc53bee67872ae4ee5dd904389fe992e509a,yfibond.network,YFIB,5,27,2,
0x991d6f961e9825eb3923774c53e04e541e81e57b,Helios Network,HOS,5,19,2,
0x9dbfc2332982a3c3829d54625d228e578191c6fc,KLEVER.IO BLOCKCHAIN WALLET,KLV,5,17,2,
0x9e19b9bd03c5e2798382d51bdb09eae4f91e1381,UniYield.Finance,UYF,5,9,2,
0x9effde40ff3f6dbfaeba82baa4aed36a6ff7f868,Bitgear Token @ Bitgear.io,GEAR,5,8,2,
0x9f1cf4b26211406e0cf1bbf0e3fcc8031c3b9f0a,Synthetic YBDAO,YBREE,5,25,2,
0x9f49e24668596f1073eda0379ef83d7c5ea7fd62,yEARNMutual,YMA,5,7,2,
0x9f8e7927443507ba47116dcd4cf956680e43ff3c,Grano Protocol Token,GRANO,5,11,2,
0xa0ac13dbb25c8e4b29b8e5a0c2a68afd061ef4c7,Apollo Finance,APL,5,22,2,
0xa1162112cb263ea882386c2a155710978f76fb84,HotFinNetwork,HFN,5,17,2,
0xa13a0974826d20a054a8ef696cd01db4255aec50,Vesta Protocol Official,VTP,5,14,2,
0xa6ea509f08d0ede074434e1eb9267b83b14b3984,HYVE.works,HYVE,5,15,2,
0xa77d7af8b02ab276a71a749d16dcb57831825abd,Pop Finance,POP,5,21,2,
0xa93406ef1fd1b88c82eb6bea879cda17414a9e58,CryptoSlots Game,CSS,5,10,2,
0xa9e13dffc9eb859917d0edec81b51f96183a4ed2,YFXI Finance,YFXI,5,22,2,
0xaa447665ea0e9bbb7f756f72d12fc6d9f4b8c9a9,BOOK,book,5,20,2,
0xac8c238be0c383c9592ffead981ccc23fcb2c990,UnochainNetwork,UNON,5,15,2,
0xb22be645df1657d3b7d2978a71acec65e28567f1,Holy Light,HOLY,5,39,2,
0xb2979bd0daf3ea5146b261eb854ee23c155539d0,Polkastarter @ polkastarter.com,POLS,5,8,2,
0xb391118ac16b324f73f95154f6d162979cec827b,Trib Token,TRIB,5,12,2,
0xb4d80a7105b7c2ce7e1ae865aa716d5e27441425,etherdefi.world,ETHFI,5,23,2,
0xb84cdbc72063ab64308658a0a7e3ca7d5e084acd,Lapocher Totem,LPT,5,47,2,
0xb85dc4d7ec48c6699cada07de4550cce161f7d88,FastSwap,FSP,5,32,2,
0xb9fb6a762f6ccd6daca561ae3e99c3d9c9177bc7,ChainGames.io,CHAIN,5,15,2,
0xba583617958659a641085589116bb76790e39457,APY.Finance,APY,5,13,2,
0xbb05d2aad7cf9b82c7e08d62e29546d413d7ad32,HedgeFund Defi,HFD,5,25,2,
0xbc27d7c5d79c3868c969efde3a0912f79a914eb7,YAM,YAM,5,23,2,
0xbd74429c4991b1e9da8e747861447b570f503330,Drakonium,DRAK,5,11,2,
0xbe16a705e15d9b45fd71c2f7759f787be5a44d3d,Trash,TRASH,5,13,2,
0xc210b05e093a164cfa11c18180c37bf15a98e414,Azbi Balance Pool,AZBP,5,20,2,
0xc3ad3caf615f207d685ee0950b0d6f92f106f8d5,AngelOracle Network,AON,5,18,2,
0xc475dbea2fe4311e50a6140807c3b1d22b8305a5,RottenToken,ROT,5,9,2,
0xc47828014f40322fc24d9c2340ef29d754d67cf4,B52,B52,5,17,2,
0xc572b0856618128df6de03ee5bb9590c047375fa,DeepBrainProtocol,DBR,5,42,2,
0xc5b22157c321debe8e1f85ad525e58cc80184d64,Idono,IDNO,5,12,2,
0xc74c2cb91441dffd21c380817d28481b0a90d429,Band Protocol,BAND,5,12,2,
0xc7ebe665e2aa693c72e8b5435839710600a36f97,QuickFlashNetwork,QFN,5,11,2,
0xc87e590872763d280c573925f65fec2ad709d570,Yearn.Farm,YEF,5,12,2,
0xca5428b3a91bdd6aae9c672ea5340f8e864dc72c,BitCoinVilla,BTCv,5,9,2,
0xcb259530168fc870044b3936cedacbf01d90ea3b,RGAME TOKEN,RTN,5,10,2,
0xcb3074dca2f6bf51075af20525181661401b71be,YEM.finance,YEM,5,11,2,
0xcb709ba72b8950b723408791aee25ba50bda61f0,YEI.finance,YEI,5,9,2,
0xcbb901919081956f2ff2b1716f7eaa7b8144b936,Robonomics,XRT,5,16,2,
0xcd7b31160d2a4689c043bb7e19e6f68b11e1075f,Y,Y,5,22,2,
0xce1412f2593bd6f17f91c7087ac9336f72a4bb30,Spaghetti,PASTA,5,19,2,
0xcf1e4c2899ed260dcc68da9bbd986d8ea1c740d9,touchsocial.xyz,TST,5,20,2,
0xcf2a3cd5e41391f27be3332a68e177b163478ab5,SYFI.Finance,SYFI.v2,5,17,2,
0xcff1507bb0462cd58e1facad90845f52d57d1229,ILT,ILT,5,14,2,
0xd020efbf200cd736a7cd0395474ada868550a53a,FB.finance,FB,5,12,2,
0xd39922a52a25f229fab6c27050d23f21e28a48ff,goldfi.network,GFI,5,58,2,
0xd5ca85e4d4b7fdda427fcbf5e20baa6c8810b1c9,RAMP DEFI,RAMP,5,11,2,
0xd63563b731c2d9ed5f59fda783367443bb2da230,Ultimate Cultimate,ULTIC,5,8,2,
0xd6d82c76b8c52dbda4fb12fff1ef1c7168ea25f5,dwarfswap,DFS,5,10,2,
0xda6c75753991d2beee9a23cc292bf1b418c53d65,Aluna Social,ALN,5,12,2,
0xdaf79c921240d2711b1cb452bfbbadf8379604ca,Defi Data Oracles,DDO,5,13,2,
0xdb19502e6e3e226ba620892dc197e9e7f8f7a789,BlackholeSwap Token,BST,5,10,2,
0xdd2ddf1d4a48b897779fbd70c1f42ebcd871aaed,Pumpanomics,PMPNOM,5,22,2,
0xddadbfbafe2673319ca2ee42d0dcae79c71f447b,Ludena Protocol,LDN,5,11,2,
0xdfde2e478fd489c6786849e0ed21104a1aa7fbc0,HYVE.works,HYVE,5,12,3,
0xdfece45edad822042f6a707fa3e4e388568a2463,Van Protocol,VAN,5,20,2,
0xe0bde9c0b67a2865111623b3b477cc3c6690d1a8,fff.fm,ERR,5,11,2,
0xe0be03fb6a6ec15630cfe3609b50a5f85336177c,Yearn Finance ZED,YFZD,5,11,2,
0xe2005ab9a22743b1d6f74f3ac6f9e3b4350046d3,MANTRA DAO,IMO,5,22,2,
0xe474f8794c6b02032589482d9ac3c5edfdda9987,CeDeFi Token,CDF,5,17,2,
0xe4a196d5ec2c3a5898ca4a2d3e7cd5bae6f2e77d,Dragon DAO Protocol,DDP,5,11,2,
0xe5556ab0d831454cefbb986201bf9daa0eec52a1,AZBI FUNCTION FARM,AZFF,5,28,2,
0xe61bea794653461657a8fb06b959cffe96e0fa03,Zava Network,ZAVA,5,21,2,
0xe629e78df075cc736f05a0906fa7931b82c69e89,Degen VC,DGVC,5,14,2,
0xe70bd37ebfb973786c336be0bfa26b068ef879b1,UniLayer OFFICIAL,LAYER,5,13,2,
0xe86329b02285047d1f3e4e8e266da9c9c8e7648e,StrongBlock,STRONG,5,17,2,
0xe8c1e26f54b53f3fe749b33a5abfdd4312e096be,Plasmium Curve,PCURVE,5,34,2,
0xeb05aa5d9aa6ea4858b8ea63926cb2ec4c94bd8d,Epic Protocol,EPP,5,22,2,
0xeddada2d6fe2a88924fffcf308c9ecfc417f0a71,AUTEM DeFi,AUFI,5,10,2,
